session_id,user_id,start_ts,device,channel,campaign_id,is_new_user,variant,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,session_duration_sec,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,time_to_payment_sec,net_amount,gross_amount,discount_amount
s0005197,guest,2025-12-01 14:48:09,mobile,organic,c022,0,not-eligible,0,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0005198,u001039,2026-01-19 02:34:52,mobile,search,c031,0,not-eligible,0,0,0,0,0,86.0,,,,,0.0,0.0,0.0
s0005199,u000518,2025-11-22 14:56:55,mobile,email,c028,1,not-eligible,1,0,0,0,0,195.0,,,,,0.0,0.0,0.0
s0005200,u000015,2025-11-05 21:01:58,web,search,c009,1,b,0,0,0,0,0,6.0,,,,,0.0,0.0,0.0
s0005201,u000913,2026-01-05 13:53:06,mobile,organic,c012,0,not-eligible,0,0,0,0,0,91.0,,,,,0.0,0.0,0.0
s0005202,u000125,2025-11-27 20:12:28,web,paid_social,c004,1,not-eligible,0,0,0,0,0,49.0,,,,,0.0,0.0,0.0
s0005203,u000819,2026-01-08 03:29:43,web,email,c031,0,not-eligible,0,0,0,0,0,18.0,,,,,0.0,0.0,0.0
s0005204,guest,2025-10-26 22:41:43,web,organic,c007,0,not-eligible,1,0,0,0,0,200.0,,,,,0.0,0.0,0.0
s0005205,u000827,2025-10-31 10:26:55,mobile,organic,c004,0,not-eligible,0,0,0,0,0,80.0,,,,,0.0,0.0,0.0
s0005206,u001492,2025-10-25 01:33:54,mobile,paid_social,c033,1,not-eligible,0,0,0,0,0,62.0,,,,,0.0,0.0,0.0
s0005207,u000649,2025-12-14 14:55:11,web,organic,c003,0,b,1,0,0,0,0,181.0,,,,,0.0,0.0,0.0
s0005208,u000884,2026-01-04 07:24:10,web,paid_social,c039,0,not-eligible,0,0,0,0,0,66.0,,,,,0.0,0.0,0.0
s0005209,u001926,2025-11-26 16:19:24,mobile,organic,c009,0,not-eligible,1,1,1,1,1,513.0,258.0,341.0,513.0,460.0,462.11,444.99,31.79
s0005210,u000535,2025-10-29 14:28:41,web,email,c038,1,b,1,0,0,0,0,20.0,,,,,0.0,0.0,0.0
s0005211,u001103,2025-11-24 01:16:07,web,organic,c027,1,b,1,1,0,0,0,299.0,299.0,,,,0.0,0.0,0.0
s0005212,u001576,2025-11-21 18:21:20,mobile,organic,c001,1,not-eligible,0,0,0,0,0,68.0,,,,,0.0,0.0,0.0
s0005213,u000797,2025-12-18 08:28:31,web,organic,c032,0,not-eligible,0,0,0,0,0,92.0,,,,,0.0,0.0,0.0
s0005214,u000670,2025-12-19 03:13:25,web,organic,c040,0,a,1,1,1,1,1,349.0,195.0,261.0,349.0,282.0,1737.3,1796.73,162.31
s0005215,u001536,2025-10-30 17:06:26,mobile,paid_social,c037,0,not-eligible,1,1,1,1,1,361.0,190.0,234.0,361.0,308.0,7326.19,8367.52,1041.33
s0005216,u000163,2025-11-28 06:09:28,web,paid_social,c036,1,not-eligible,1,0,0,0,0,94.0,,,,,0.0,0.0,0.0
s0005217,u000585,2025-12-18 06:24:27,mobile,email,c010,0,not-eligible,1,0,0,0,0,125.0,,,,,0.0,0.0,0.0
s0005218,u000902,2025-11-13 17:42:58,mobile,paid_social,c008,0,not-eligible,1,0,0,0,0,44.0,,,,,0.0,0.0,0.0
s0005219,u000479,2025-11-27 01:52:10,web,search,c013,0,b,1,0,0,0,0,11.0,,,,,0.0,0.0,0.0
s0005220,guest,2025-12-15 16:09:25,mobile,email,c023,0,not-eligible,1,0,0,0,0,151.0,,,,,0.0,0.0,0.0
s0005221,u001363,2025-11-26 16:46:36,mobile,organic,c032,0,not-eligible,0,0,0,0,0,53.0,,,,,0.0,0.0,0.0
s0005222,u002125,2025-10-24 05:14:09,mobile,paid_social,c040,0,not-eligible,0,0,0,0,0,94.0,,,,,0.0,0.0,0.0
s0005223,guest,2025-11-10 11:25:36,mobile,search,c020,0,not-eligible,1,0,0,0,0,194.0,,,,,0.0,0.0,0.0
s0005224,u001303,2025-12-30 06:54:39,web,organic,c019,0,a,0,0,0,0,0,25.0,,,,,0.0,0.0,0.0
s0005225,guest,2025-11-12 19:20:41,mobile,paid_social,c034,0,not-eligible,0,0,0,0,0,82.0,,,,,0.0,0.0,0.0
s0005226,u000459,2026-01-03 00:49:58,mobile,referral,c039,0,not-eligible,0,0,0,0,0,48.0,,,,,0.0,0.0,0.0
s0005227,u001035,2025-12-02 11:05:49,mobile,search,c018,0,not-eligible,1,1,0,0,0,200.0,200.0,,,,0.0,0.0,0.0
s0005228,u001831,2025-12-03 00:05:08,web,paid_social,c022,0,a,1,0,0,0,0,70.0,,,,,0.0,0.0,0.0
s0005229,u000387,2025-12-29 18:53:28,mobile,search,c011,1,not-eligible,1,1,1,1,0,280.0,149.0,191.0,,280.0,0.0,0.0,0.0
s0005230,guest,2025-11-24 22:29:24,web,search,c014,0,not-eligible,1,0,0,0,0,143.0,,,,,0.0,0.0,0.0
s0005231,u000484,2025-11-11 21:41:39,mobile,organic,c031,1,not-eligible,0,0,0,0,0,15.0,,,,,0.0,0.0,0.0
s0005232,u002111,2025-10-30 21:26:45,web,organic,c007,0,a,0,0,0,0,0,8.0,,,,,0.0,0.0,0.0
s0005233,guest,2025-12-20 21:54:05,web,organic,c012,0,not-eligible,1,0,0,0,0,108.0,,,,,0.0,0.0,0.0
s0005234,u000716,2025-12-02 17:39:07,web,email,c005,0,a,1,0,0,0,0,121.0,,,,,0.0,0.0,0.0
s0005235,u001794,2026-01-02 06:53:42,mobile,organic,c011,1,not-eligible,1,1,0,0,0,148.0,148.0,,,,0.0,0.0,0.0
s0005236,u002001,2025-12-01 15:09:12,mobile,search,c029,0,not-eligible,1,0,0,0,0,136.0,,,,,0.0,0.0,0.0
s0005237,u000011,2025-11-27 18:34:01,web,organic,c035,0,a,1,0,0,0,0,224.0,,,,,0.0,0.0,0.0
s0005238,u001934,2025-11-17 08:05:47,mobile,organic,c014,0,not-eligible,0,0,0,0,0,36.0,,,,,0.0,0.0,0.0
s0005239,u001556,2025-11-08 09:20:25,web,paid_social,c036,1,a,1,0,0,0,0,136.0,,,,,0.0,0.0,0.0
s0005240,u001901,2026-01-04 04:19:11,web,paid_social,c017,0,a,0,0,0,0,0,22.0,,,,,0.0,0.0,0.0
s0005241,u000191,2025-10-30 00:13:57,web,search,c011,1,not-eligible,1,0,0,0,0,153.0,,,,,0.0,0.0,0.0
s0005242,guest,2026-01-10 15:10:19,web,paid_social,c038,0,not-eligible,1,0,0,0,0,110.0,,,,,0.0,0.0,0.0
s0005243,u000739,2025-10-23 20:41:59,web,paid_social,c021,0,b,0,0,0,0,0,10.0,,,,,0.0,0.0,0.0
s0005244,u001870,2025-12-07 10:38:28,web,organic,c008,0,b,1,0,0,0,0,57.0,,,,,0.0,0.0,0.0
s0005245,guest,2025-10-26 16:33:57,web,organic,c009,0,not-eligible,0,0,0,0,0,70.0,,,,,0.0,0.0,0.0
s0005246,u001587,2025-12-30 14:31:39,web,organic,c015,0,not-eligible,1,0,0,0,0,103.0,,,,,0.0,0.0,0.0
s0005247,u000540,2025-11-09 11:24:31,web,search,c005,0,b,1,0,0,0,0,145.0,,,,,0.0,0.0,0.0
s0005248,u000736,2025-12-11 08:58:08,mobile,organic,c037,1,not-eligible,0,0,0,0,0,61.0,,,,,0.0,0.0,0.0
s0005249,u001932,2026-01-11 22:05:59,web,search,c025,0,not-eligible,1,0,0,0,0,30.0,,,,,0.0,0.0,0.0
s0005250,u001079,2025-12-18 20:58:31,web,organic,c038,1,a,0,0,0,0,0,56.0,,,,,0.0,0.0,0.0
s0005251,u001716,2025-11-06 11:44:50,web,search,c010,0,a,1,0,0,0,0,103.0,,,,,0.0,0.0,0.0
s0005252,guest,2026-01-01 03:24:00,mobile,search,c033,0,not-eligible,1,0,0,0,0,110.0,,,,,0.0,0.0,0.0
s0005253,u000387,2025-11-30 04:10:19,mobile,referral,c028,1,not-eligible,1,0,0,0,0,91.0,,,,,0.0,0.0,0.0
s0005254,guest,2025-10-22 15:02:16,web,email,c016,0,not-eligible,1,0,0,0,0,50.0,,,,,0.0,0.0,0.0
s0005255,u002082,2025-12-04 05:59:18,mobile,referral,c014,0,not-eligible,0,0,0,0,0,67.0,,,,,0.0,0.0,0.0
s0005256,u001717,2026-01-02 13:32:35,mobile,paid_social,c006,0,not-eligible,1,0,0,0,0,145.0,,,,,0.0,0.0,0.0
s0005257,u001033,2025-11-29 03:17:04,mobile,referral,c032,1,not-eligible,1,0,0,0,0,60.0,,,,,0.0,0.0,0.0
s0005258,u000943,2025-12-28 16:46:50,web,organic,c032,0,b,1,1,1,1,1,251.0,132.0,230.0,251.0,246.0,9700.77,9952.48,251.71
s0005259,u000655,2025-12-23 22:30:43,mobile,search,c023,0,not-eligible,1,0,0,0,0,105.0,,,,,0.0,0.0,0.0
s0005260,guest,2025-12-01 13:30:24,web,paid_social,c034,0,not-eligible,1,0,0,0,0,84.0,,,,,0.0,0.0,0.0
s0005261,u000683,2025-11-19 12:51:59,web,search,c025,1,b,1,0,0,0,0,148.0,,,,,0.0,0.0,0.0
s0005262,guest,2025-12-25 19:54:09,mobile,organic,c029,0,not-eligible,1,0,0,0,0,128.0,,,,,0.0,0.0,0.0
s0005263,u000134,2025-11-23 15:26:23,web,paid_social,c040,1,b,0,0,0,0,0,12.0,,,,,0.0,0.0,0.0
s0005264,u000933,2025-11-05 17:57:51,mobile,referral,c014,0,not-eligible,0,0,0,0,0,108.0,,,,,0.0,0.0,0.0
s0005265,u001794,2025-11-19 07:38:25,web,search,c027,1,a,0,0,0,0,0,54.0,,,,,0.0,0.0,0.0
s0005266,u001741,2026-01-08 08:32:55,web,organic,c027,1,b,1,0,0,0,0,127.0,,,,,0.0,0.0,0.0
s0005267,u001869,2025-11-15 22:41:47,web,organic,c037,0,a,1,0,0,0,0,130.0,,,,,0.0,0.0,0.0
s0005268,u001335,2025-11-11 14:05:27,mobile,organic,c029,1,not-eligible,1,1,0,0,0,302.0,302.0,,,,0.0,0.0,0.0
s0005269,guest,2025-11-02 10:45:48,web,email,c011,0,not-eligible,1,0,0,0,0,148.0,,,,,0.0,0.0,0.0
s0005270,guest,2025-10-26 09:45:37,web,search,c036,0,not-eligible,1,0,0,0,0,150.0,,,,,0.0,0.0,0.0
s0005271,u001775,2026-01-17 08:13:53,mobile,organic,c033,0,not-eligible,1,0,0,0,0,46.0,,,,,0.0,0.0,0.0
s0005272,u001122,2025-12-08 18:00:50,web,email,c006,0,a,1,1,0,0,0,228.0,228.0,,,,0.0,0.0,0.0
s0005273,u000188,2025-12-26 02:36:29,web,search,c030,1,b,1,0,0,0,0,58.0,,,,,0.0,0.0,0.0
s0005274,u000837,2025-12-30 00:11:55,mobile,email,c011,0,not-eligible,0,0,0,0,0,7.0,,,,,0.0,0.0,0.0
s0005275,u001864,2025-11-22 03:34:51,web,email,c011,1,b,1,0,0,0,0,91.0,,,,,0.0,0.0,0.0
s0005276,u001634,2026-01-01 08:12:46,web,paid_social,c017,0,not-eligible,1,0,0,0,0,166.0,,,,,0.0,0.0,0.0
s0005277,guest,2026-01-15 23:22:55,web,referral,c013,0,not-eligible,0,0,0,0,0,106.0,,,,,0.0,0.0,0.0
s0005278,u000207,2025-12-27 04:46:54,web,email,c033,0,b,1,1,1,1,1,372.0,284.0,297.0,372.0,314.0,11093.67,12046.13,952.46
s0005279,u001449,2025-12-24 11:55:10,web,organic,c008,0,a,0,0,0,0,0,93.0,,,,,0.0,0.0,0.0
s0005280,u002153,2025-11-29 08:12:04,mobile,search,c036,0,not-eligible,0,0,0,0,0,80.0,,,,,0.0,0.0,0.0
s0005281,guest,2026-01-05 03:49:39,web,referral,c003,0,not-eligible,0,0,0,0,0,83.0,,,,,0.0,0.0,0.0
s0005282,u002087,2025-10-29 10:27:53,web,paid_social,c012,0,a,1,1,1,1,1,492.0,174.0,280.0,492.0,394.0,610.43,631.13,68.14
s0005283,u000147,2025-12-27 21:53:34,web,search,c019,0,a,1,0,0,0,0,208.0,,,,,0.0,0.0,0.0
s0005284,u001937,2025-11-23 00:28:55,mobile,email,c021,1,not-eligible,1,0,0,0,0,119.0,,,,,0.0,0.0,0.0
s0005285,guest,2025-12-11 09:04:47,mobile,paid_social,c036,0,not-eligible,1,0,0,0,0,121.0,,,,,0.0,0.0,0.0
s0005286,u001946,2026-01-09 19:22:40,web,search,c025,0,b,1,1,1,1,1,312.0,137.0,192.0,312.0,213.0,7626.74,8468.31,841.57
s0005287,u002144,2025-12-14 21:25:06,mobile,organic,c022,0,not-eligible,1,0,0,0,0,198.0,,,,,0.0,0.0,0.0
s0005288,u001125,2025-10-23 17:49:56,web,email,c007,1,b,0,0,0,0,0,50.0,,,,,0.0,0.0,0.0
s0005289,u001172,2025-12-25 11:24:09,web,email,c002,0,b,1,1,1,1,1,335.0,125.0,138.0,335.0,241.0,6725.88,7071.94,346.06
s0005290,u001096,2026-01-13 01:16:08,web,referral,c032,0,b,1,0,0,0,0,140.0,,,,,0.0,0.0,0.0
s0005291,guest,2025-12-18 05:19:19,mobile,email,c024,0,not-eligible,1,0,0,0,0,105.0,,,,,0.0,0.0,0.0
s0005292,u001805,2026-01-06 23:14:36,web,organic,c019,1,b,1,0,0,0,0,170.0,,,,,0.0,0.0,0.0
s0005293,u000620,2026-01-03 17:12:53,web,search,c021,1,b,1,0,0,0,0,83.0,,,,,0.0,0.0,0.0
s0005294,u000624,2026-01-06 22:58:02,mobile,organic,c036,0,not-eligible,0,0,0,0,0,70.0,,,,,0.0,0.0,0.0
s0005295,u002131,2025-11-21 09:49:58,mobile,organic,c019,1,not-eligible,0,0,0,0,0,96.0,,,,,0.0,0.0,0.0
s0005296,u001870,2025-12-03 02:46:09,mobile,email,c022,0,not-eligible,1,1,1,1,1,233.0,69.0,89.0,233.0,164.0,4235.67,4460.55,224.88
s0005297,u001189,2026-01-05 18:19:42,mobile,organic,c021,0,not-eligible,0,0,0,0,0,24.0,,,,,0.0,0.0,0.0
s0005298,u000442,2026-01-11 09:02:13,mobile,search,c034,0,not-eligible,1,0,0,0,0,193.0,,,,,0.0,0.0,0.0
s0005299,u002103,2025-11-03 15:45:13,web,email,c009,0,b,1,0,0,0,0,207.0,,,,,0.0,0.0,0.0
s0005300,guest,2025-11-06 18:41:09,web,email,c002,0,not-eligible,0,0,0,0,0,18.0,,,,,0.0,0.0,0.0
s0005301,u000723,2025-11-21 15:43:41,mobile,organic,c039,0,not-eligible,0,0,0,0,0,32.0,,,,,0.0,0.0,0.0
s0005302,guest,2025-12-29 18:25:10,web,organic,c018,0,not-eligible,1,0,0,0,0,156.0,,,,,0.0,0.0,0.0
s0005303,u000923,2026-01-08 04:32:07,mobile,search,c024,0,not-eligible,1,0,0,0,0,96.0,,,,,0.0,0.0,0.0
s0005304,u001856,2025-12-12 15:53:41,web,paid_social,c017,0,b,1,0,0,0,0,184.0,,,,,0.0,0.0,0.0
s0005305,u001512,2025-10-31 15:14:07,web,email,c012,0,b,0,0,0,0,0,56.0,,,,,0.0,0.0,0.0
s0005306,guest,2025-11-17 18:40:20,web,search,c008,0,not-eligible,1,0,0,0,0,175.0,,,,,0.0,0.0,0.0
s0005307,u002130,2026-01-06 13:44:45,mobile,organic,c028,1,not-eligible,1,1,0,0,0,81.0,81.0,,,,0.0,0.0,0.0
s0005308,guest,2025-11-21 17:17:41,web,paid_social,c023,0,not-eligible,1,0,0,0,0,43.0,,,,,0.0,0.0,0.0
s0005309,u001065,2025-10-30 16:38:23,mobile,search,c026,1,not-eligible,1,0,0,0,0,111.0,,,,,0.0,0.0,0.0
s0005310,u002039,2025-11-17 15:02:38,web,email,c031,1,not-eligible,1,0,0,0,0,160.0,,,,,0.0,0.0,0.0
s0005311,u000990,2026-01-02 01:03:42,mobile,organic,c012,0,not-eligible,0,0,0,0,0,20.0,,,,,0.0,0.0,0.0
s0005312,guest,2025-12-04 20:29:31,mobile,search,c020,0,not-eligible,1,1,0,0,0,212.0,212.0,,,,0.0,0.0,0.0
s0005313,u000855,2025-11-05 21:10:24,mobile,search,c025,0,not-eligible,1,0,0,0,0,69.0,,,,,0.0,0.0,0.0
s0005314,u000485,2025-11-18 13:51:43,web,paid_social,c034,1,b,1,0,0,0,0,150.0,,,,,0.0,0.0,0.0
s0005315,u000615,2026-01-15 06:18:42,web,search,c004,0,not-eligible,1,0,0,0,0,179.0,,,,,0.0,0.0,0.0
s0005316,u000201,2025-11-29 07:36:15,web,search,c012,0,a,0,0,0,0,0,7.0,,,,,0.0,0.0,0.0
s0005317,guest,2025-11-30 04:25:49,web,paid_social,c008,0,not-eligible,1,0,0,0,0,223.0,,,,,0.0,0.0,0.0
s0005318,u001298,2025-11-04 05:12:23,mobile,organic,c012,1,not-eligible,1,0,0,0,0,190.0,,,,,0.0,0.0,0.0
s0005319,guest,2025-11-17 20:24:48,web,organic,c038,0,not-eligible,1,1,1,1,1,517.0,305.0,341.0,517.0,459.0,3105.59,3183.98,78.39
s0005320,u001345,2026-01-02 18:17:53,mobile,organic,c007,0,not-eligible,1,0,0,0,0,194.0,,,,,0.0,0.0,0.0
s0005321,u000177,2025-12-31 04:45:57,web,organic,c031,0,a,0,0,0,0,0,54.0,,,,,0.0,0.0,0.0
s0005322,u001366,2025-11-29 15:15:12,mobile,search,c032,0,not-eligible,1,1,0,0,0,196.0,196.0,,,,0.0,0.0,0.0
s0005323,u000386,2026-01-09 20:51:54,mobile,organic,c030,1,not-eligible,1,0,0,0,0,118.0,,,,,0.0,0.0,0.0
s0005324,u000082,2025-11-24 15:56:07,mobile,organic,c006,0,not-eligible,0,0,0,0,0,66.0,,,,,0.0,0.0,0.0
s0005325,u001458,2026-01-07 05:31:40,web,referral,c004,0,a,0,0,0,0,0,17.0,,,,,0.0,0.0,0.0
s0005326,u000061,2025-10-24 06:45:27,mobile,search,c006,0,not-eligible,1,0,0,0,0,167.0,,,,,0.0,0.0,0.0
s0005327,u000901,2025-11-21 16:35:36,web,email,c034,1,b,1,0,0,0,0,51.0,,,,,0.0,0.0,0.0
s0005328,u001970,2026-01-06 09:31:26,web,paid_social,c001,0,a,1,0,0,0,0,166.0,,,,,0.0,0.0,0.0
s0005329,u000564,2026-01-10 13:24:17,mobile,organic,c029,0,not-eligible,1,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0005330,guest,2025-12-28 12:27:07,web,search,c016,0,not-eligible,0,0,0,0,0,70.0,,,,,0.0,0.0,0.0
s0005331,u000829,2025-12-20 17:29:10,mobile,search,c038,0,not-eligible,1,0,0,0,0,225.0,,,,,0.0,0.0,0.0
s0005332,u000250,2026-01-02 20:04:00,web,organic,c018,0,not-eligible,1,1,1,1,1,418.0,207.0,232.0,418.0,340.0,3388.02,3865.97,477.95
s0005333,u000434,2025-12-24 02:54:06,web,organic,c019,0,b,1,0,0,0,0,175.0,,,,,0.0,0.0,0.0
s0005334,guest,2025-11-13 07:41:36,mobile,organic,c019,0,not-eligible,1,0,0,0,0,121.0,,,,,0.0,0.0,0.0
s0005335,u000333,2025-12-02 09:38:52,web,organic,c033,0,b,1,0,0,0,0,108.0,,,,,0.0,0.0,0.0
s0005336,u000357,2025-12-19 21:41:56,mobile,organic,c031,0,not-eligible,1,0,0,0,0,121.0,,,,,0.0,0.0,0.0
s0005337,u001944,2025-12-13 08:13:48,mobile,organic,c039,0,not-eligible,1,0,0,0,0,77.0,,,,,0.0,0.0,0.0
s0005338,u001776,2026-01-09 02:23:13,web,search,c017,1,b,1,1,0,0,0,189.0,189.0,,,,0.0,0.0,0.0
s0005339,u000778,2025-12-03 02:04:50,web,organic,c034,0,a,0,0,0,0,0,69.0,,,,,0.0,0.0,0.0
s0005340,u001591,2025-11-06 11:01:44,web,email,c001,0,a,0,0,0,0,0,19.0,,,,,0.0,0.0,0.0
s0005341,u000450,2025-11-09 18:04:24,web,organic,c025,1,not-eligible,1,1,1,1,1,334.0,167.0,231.0,334.0,266.0,13453.45,13992.49,539.04
s0005342,u001406,2026-01-05 14:03:29,mobile,paid_social,c025,0,not-eligible,1,0,0,0,0,124.0,,,,,0.0,0.0,0.0
s0005343,u000446,2025-10-22 05:24:48,mobile,email,c003,0,not-eligible,0,0,0,0,0,84.0,,,,,0.0,0.0,0.0
s0005344,u001410,2026-01-07 15:53:51,web,search,c007,0,b,1,0,0,0,0,172.0,,,,,0.0,0.0,0.0
s0005345,u000787,2025-10-26 10:38:47,web,organic,c039,0,b,1,0,0,0,0,208.0,,,,,0.0,0.0,0.0
s0005346,u001890,2025-11-25 16:33:30,web,organic,c002,0,a,1,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0005347,u001838,2026-01-01 10:57:24,web,organic,c021,0,a,1,0,0,0,0,36.0,,,,,0.0,0.0,0.0
s0005348,guest,2025-11-27 03:01:31,web,organic,c032,0,not-eligible,0,0,0,0,0,86.0,,,,,0.0,0.0,0.0
s0005349,guest,2026-01-03 10:50:53,mobile,paid_social,c040,0,not-eligible,1,0,0,0,0,119.0,,,,,0.0,0.0,0.0
s0005350,u000709,2025-10-30 11:13:17,web,paid_social,c010,1,not-eligible,1,0,0,0,0,98.0,,,,,0.0,0.0,0.0
s0005351,u000621,2025-12-06 11:30:26,mobile,search,c025,1,not-eligible,0,0,0,0,0,14.0,,,,,0.0,0.0,0.0
s0005352,u000936,2025-12-12 20:43:12,web,referral,c031,1,a,1,0,0,0,0,126.0,,,,,0.0,0.0,0.0
s0005353,u001264,2026-01-09 14:51:08,mobile,referral,c037,0,not-eligible,1,1,1,1,0,299.0,164.0,220.0,,299.0,0.0,0.0,0.0
s0005354,u002178,2025-10-29 20:47:54,mobile,organic,c026,0,not-eligible,0,0,0,0,0,75.0,,,,,0.0,0.0,0.0
s0005355,u000139,2025-11-20 21:57:13,mobile,paid_social,c010,1,not-eligible,0,0,0,0,0,35.0,,,,,0.0,0.0,0.0
s0005356,u001221,2025-12-19 18:46:04,web,organic,c036,0,not-eligible,1,1,1,1,1,427.0,179.0,282.0,427.0,384.0,8909.17,9582.08,672.91
s0005357,u000378,2026-01-17 15:13:30,web,paid_social,c038,0,not-eligible,0,0,0,0,0,98.0,,,,,0.0,0.0,0.0
s0005358,guest,2026-01-05 18:50:55,web,paid_social,c015,0,not-eligible,0,0,0,0,0,25.0,,,,,0.0,0.0,0.0
s0005359,guest,2026-01-05 15:00:19,web,search,c020,0,not-eligible,0,0,0,0,0,93.0,,,,,0.0,0.0,0.0
s0005360,u001782,2025-12-06 23:41:25,mobile,search,c027,0,not-eligible,0,0,0,0,0,51.0,,,,,0.0,0.0,0.0
s0005361,u001232,2025-12-11 05:27:44,mobile,paid_social,c034,0,not-eligible,0,0,0,0,0,35.0,,,,,0.0,0.0,0.0
s0005362,u000392,2026-01-06 17:06:32,mobile,organic,c023,0,not-eligible,0,0,0,0,0,52.0,,,,,0.0,0.0,0.0
s0005363,u002011,2026-01-07 16:58:02,web,search,c030,0,a,1,0,0,0,0,130.0,,,,,0.0,0.0,0.0
s0005364,u000892,2026-01-01 15:29:21,web,email,c032,0,not-eligible,1,1,0,0,0,207.0,207.0,,,,0.0,0.0,0.0
s0005365,u001055,2026-01-03 02:41:24,mobile,search,c009,0,not-eligible,0,0,0,0,0,66.0,,,,,0.0,0.0,0.0
s0005366,u001411,2026-01-08 14:34:35,web,organic,c014,0,b,0,0,0,0,0,73.0,,,,,0.0,0.0,0.0
s0005367,u000583,2025-10-31 16:20:42,web,search,c034,0,b,1,0,0,0,0,226.0,,,,,0.0,0.0,0.0
s0005368,u002174,2025-11-16 18:40:37,web,paid_social,c024,1,b,1,0,0,0,0,88.0,,,,,0.0,0.0,0.0
s0005369,u000099,2026-01-17 06:58:52,mobile,search,c009,0,not-eligible,1,0,0,0,0,125.0,,,,,0.0,0.0,0.0
s0005370,u000340,2025-12-09 11:17:33,web,organic,c022,0,b,1,0,0,0,0,50.0,,,,,0.0,0.0,0.0
s0005371,guest,2025-11-06 07:44:17,mobile,paid_social,c009,0,not-eligible,1,0,0,0,0,144.0,,,,,0.0,0.0,0.0
s0005372,u000995,2025-12-05 17:10:34,web,organic,c002,0,a,0,0,0,0,0,39.0,,,,,0.0,0.0,0.0
s0005373,u001966,2025-12-18 13:28:11,mobile,search,c019,0,not-eligible,0,0,0,0,0,65.0,,,,,0.0,0.0,0.0
s0005374,u001993,2026-01-03 23:32:08,mobile,search,c002,0,not-eligible,0,0,0,0,0,17.0,,,,,0.0,0.0,0.0
s0005375,u002179,2026-01-02 12:52:40,mobile,email,c039,1,not-eligible,1,0,0,0,0,131.0,,,,,0.0,0.0,0.0
s0005376,guest,2025-10-25 20:56:16,web,email,c037,0,not-eligible,1,0,0,0,0,170.0,,,,,0.0,0.0,0.0
s0005377,u001504,2025-12-01 06:11:24,web,email,c009,1,a,0,0,0,0,0,77.0,,,,,0.0,0.0,0.0
s0005378,u001351,2025-10-23 07:00:19,web,email,c026,1,not-eligible,1,0,0,0,0,137.0,,,,,0.0,0.0,0.0
s0005379,guest,2026-01-09 08:59:36,web,organic,c016,0,not-eligible,0,0,0,0,0,45.0,,,,,0.0,0.0,0.0
s0005380,u000566,2025-11-06 02:12:47,web,paid_social,c025,1,b,1,1,0,0,0,158.0,158.0,,,,0.0,0.0,0.0
s0005381,u001794,2025-12-16 16:18:19,mobile,paid_social,c021,1,not-eligible,1,0,0,0,0,141.0,,,,,0.0,0.0,0.0
s0005382,u000412,2025-12-11 19:06:42,web,email,c030,1,not-eligible,0,0,0,0,0,48.0,,,,,0.0,0.0,0.0
s0005383,u001055,2025-12-16 17:43:11,mobile,email,c031,0,not-eligible,0,0,0,0,0,40.0,,,,,0.0,0.0,0.0
s0005384,u000824,2025-12-11 03:33:21,mobile,organic,c001,1,not-eligible,1,1,0,0,0,186.0,186.0,,,,0.0,0.0,0.0
s0005385,u001676,2025-12-24 20:14:51,mobile,organic,c034,0,not-eligible,1,1,0,0,0,188.0,188.0,,,,0.0,0.0,0.0
s0005386,u000562,2025-12-16 18:58:25,mobile,email,c010,1,not-eligible,1,0,0,0,0,158.0,,,,,0.0,0.0,0.0
s0005387,u000455,2025-10-29 13:37:28,web,organic,c026,0,not-eligible,1,0,0,0,0,178.0,,,,,0.0,0.0,0.0
s0005388,u001779,2025-11-23 10:47:41,web,organic,c027,1,a,1,0,0,0,0,119.0,,,,,0.0,0.0,0.0
s0005389,u001072,2025-12-09 15:13:04,web,referral,c026,0,not-eligible,1,0,0,0,0,84.0,,,,,0.0,0.0,0.0
s0005390,u001586,2025-11-19 17:00:09,mobile,referral,c029,0,not-eligible,0,0,0,0,0,69.0,,,,,0.0,0.0,0.0
s0005391,u001934,2025-12-28 20:53:27,web,organic,c006,0,not-eligible,0,0,0,0,0,73.0,,,,,0.0,0.0,0.0
s0005392,u001838,2025-11-19 01:14:06,web,organic,c026,0,b,1,0,0,0,0,176.0,,,,,0.0,0.0,0.0
s0005393,u000880,2026-01-04 00:32:02,mobile,search,c016,0,not-eligible,1,0,0,0,0,59.0,,,,,0.0,0.0,0.0
s0005394,u000377,2025-11-03 15:31:15,web,organic,c017,1,b,0,0,0,0,0,90.0,,,,,0.0,0.0,0.0
s0005395,u002113,2025-12-29 16:27:50,mobile,organic,c006,1,not-eligible,0,0,0,0,0,111.0,,,,,0.0,0.0,0.0
s0005396,u000682,2025-11-06 22:51:41,mobile,organic,c024,0,not-eligible,0,0,0,0,0,73.0,,,,,0.0,0.0,0.0
s0005397,u001693,2025-12-07 23:05:20,web,email,c013,1,b,0,0,0,0,0,105.0,,,,,0.0,0.0,0.0
s0005398,u001691,2025-11-19 06:54:31,mobile,search,c028,1,not-eligible,1,0,0,0,0,145.0,,,,,0.0,0.0,0.0
